,Time,User,Tweet
270,2023-01-18 00:16:28+00:00,thomascarle,"1442 Thomas Carle - https://t.co/vNzKwFIEmu - Philippines Memories - Bohol, Countryside Tour. The Tarsier. The worlds smallest monkey. #Philippines #Travel https://t.co/5YurYkcvX3"
271,2023-01-18 00:16:01+00:00,photo_journ,"Stay up to date with the 40 latest #newsheadlines for the #Philippines here: https://t.co/ThCM5JqOus

Updated every 60 minutes
All on one page
No paywalls
No clickbait
Original source links
Everyone needs access to the news   

Philippines #headlinenews https://t.co/NGUP8CZJ9y"
272,2023-01-18 00:12:36+00:00,Rolant92159475,"RT @IbaroRegion: More screenshots of the game!
🌴☀️🌾🛖❤️💙🌃
#fangame #fakemon #gamedev
#PokemonHonorGlory #pixelart #gamedev #Philippines #ori…"
273,2023-01-18 00:09:19+00:00,nishirikx,"hello i'm open for ticket assistance, dm for details!

#TREASURE #트레저 #TOUR #HELLO #PHILIPPINES #20230413 #LiveNationPH #YG"
274,2023-01-18 00:08:41+00:00,abbeysoul,"Hiring BPO Project Manager in Philippines

https://t.co/hq0DIlZKB0 

#Philippines #hiring #bpo #MANILA"
275,2023-01-18 00:06:30+00:00,Vlade44458356,"RT @UnitExpEmerServ: Increasingly, #people suffer from #natural #disasters &amp; need food, water, shelter &amp; medical care. But are there offici…"
276,2023-01-18 00:06:19+00:00,thomascarle,"1426 Thomas Carle - https://t.co/vNzKwFIEmu - Philippines Memories - Bohol, Countryside Tour. Chocolate hills impressions. #Philippines #ThomasCarle https://t.co/RUdru4PDNl"
277,2023-01-18 00:04:20+00:00,MNLCheapFly,"✈️ Manila (MNL) to Barcelona (BCN) for only ₱32,007 (PHP) roundtrip 💸
121 live dates on Adventure Machine. - get the app on iOS or Android #manilla  #philippines  #Philippines https://t.co/x1OYIzs5TL"
278,2023-01-18 00:00:42+00:00,ascent_gp,"The @ascent_gp Philippines staff enjoying the sun in Palawan on a company reward trip. They've done such an incredible job this year and we are blessed to have them.

Here is to an amazing 2023 together.

#philippines #palawan #companytrip #ascentglobalpartners #recruitment https://t.co/3XCW8EwfJX"
279,2023-01-18 00:00:00+00:00,TDCommunity_,"Take your #cryptotrading journey to the moon with us! #FIBorNEVER!💛🖤🤍
#TDCcares! #crypto #cryptocurrency #trading #Philippines https://t.co/zk5pCPNt1a"
280,2023-01-17 23:57:56+00:00,AseanNewsToday,"Your Philippines news on demand

The 40 latest #Philippines #newsheadlines that you need to know

Updated every 30 minutes
All on one page
No paywalls
No clickbait
Original source links
Because everyone needs access to the news 

https://t.co/vKDJhyKrbY

via @AseanNewsToday https://t.co/9eSmfWcwOv"
281,2023-01-17 23:57:16+00:00,tatzz__,"@momshiedivine te panindigan mo ito sana may proof ka rin. 

@bongbongmarcos @sandromarcos7 

#Philippines https://t.co/PskkVud0k4"
282,2023-01-17 23:41:52+00:00,HoneylenEstabi1,"RT @HoneylenEstabi1: Day At The Beach  - Masasa Beach, Tingloy, Batangas, Philippines https://t.co/5yPRBURHqn via @YouTube #youtubeshorts #…"
283,2023-01-17 23:37:53+00:00,xeneriith10,"Siargao 🏝️🤙🏽

#Philippines #holiday https://t.co/Bkr107dooK"
284,2023-01-17 23:37:47+00:00,BiometricUpdate,"Deal between #Philippines and #Singapore could herald more digital ID interoperability

#digitalidentity #interoperability 

https://t.co/N21NgFCB7O"
285,2023-01-17 23:37:04+00:00,stefhanie_09,ako na naghihintay na magsuspend ng klase #Philippines #Camarinessur
286,2023-01-17 23:34:29+00:00,jczamora,"RT @HarlanMandel: 11 former Nobel Peace Prize winners have written to the President of the #Philippines, urging him to bring a rapid resolu…"
287,2023-01-17 23:30:33+00:00,FernandoGomezN5,"RT @GDACS: Green #earthquake alert (4.5M,depth:137.129km) in #Philippines 17 Jan 2023 22:05 UTC,Pop100km:3.8m - https://t.co/lUEr58XyLn - #…"
288,2023-01-17 23:29:46+00:00,pphipphi,"RT @kiancomatan: IT'S #MissUniverse2022 PRELIMINARIES BUT LET'S NOT FORGET ""THE STANDARD"" 

CATRIONA GRAY WILL ALWAYS BE THE BLUE PRINT

#M…"
289,2023-01-17 23:28:41+00:00,barnaclebloom,"@_Syriana_ And if there's anyone who should cry #racism, it's those laborers from #India, #Pakistan, #Nepal, and #Philippines who came home in coffins and their families because Arabs like you treated them like shit."
290,2023-01-17 23:18:53+00:00,ZamboBot,'chene' is equivalent to 'tiene'! #Zamboanga #Philippines
291,2023-01-17 23:18:42+00:00,MNLCheapFly,"✈️ Manila (MNL) to Vienna (VIE) for only ₱34,469 (PHP) roundtrip 💸
65 live dates on Adventure Machine. - get the app on iOS or Android #manilla  #philippines  #Philippines https://t.co/IsA7UvS8kw"
292,2023-01-17 23:16:30+00:00,FilWomen,"The beginnings of attraction are not as languid as love. If love should grow from that attraction, ultimately, it's always up to the couple's choice.

Find love that grows.
👉 https://t.co/Jkay1cQwc4

#facts #filipinowomen #Philippines #wmaf #love #wednesdaymorning https://t.co/qCbjRyyMA3"
293,2023-01-17 23:12:00+00:00,WADPMNilakshiW1,"#javascript #webdevelopment #SmallBusiness #CodeNewbies #Philippines #100DaysOfCode #NodeJS #Malaysia #Russia #Poland #Australia #NewYork #London #Italy #Austria #Singapore #Vietnam #NewZealand #Brazil #Seoul #Japan #Ukraine 
A perfection of creativity https://t.co/3Kzdthz1cZ"
294,2023-01-17 23:11:27+00:00,TimonsCabansi,🇵🇭 How to Get the Most Out of Investing in Real Estate in the #Philippines https://t.co/fzp0lPJ17X
295,2023-01-17 23:08:54+00:00,Luuk22819033,"RT @HodlerVaughn: Millions in #Africa, #India, #Europe, #Indonesia &amp; #Philippines are signing up for compliant #Telcoin financial services…"
296,2023-01-17 23:04:04+00:00,CocoMaryPh,New exclusive boutique in the #philippines
297,2023-01-17 22:59:57+00:00,filafresh,"RT @GDACS: Green #earthquake alert (4.5M,depth:137.129km) in #Philippines 17 Jan 2023 22:05 UTC,Pop100km:3.8m - https://t.co/lUEr58XyLn - #…"
298,2023-01-17 22:59:39+00:00,justmorganite,RT @TeacupPh: @RaelleLogan1 Teacups 2nd #book is another lovely bright TRUE life #adventure by this REAL #Dog who lives in the #Philippines…
299,2023-01-17 22:59:22+00:00,JoseSPiano,"Woke up with the sun this morning at Misibis Bay.

Good Morning.
Magandang umaga. 🇵🇭

#goodmorning #sunrise #philippines #bicol #albay #cagrarayisland @Misibis_Bay https://t.co/4jWdTGYwj8"
300,2023-01-17 22:56:44+00:00,hirosehanako,"kaya pala one of the top beaches 
😍😍😍

#boracay #philippines #itsmorefuninthephilippines #beach #beachlife #vsco @ Boracay Island https://t.co/nzTsdwN4wB"
301,2023-01-17 22:55:10+00:00,dan_brummitt,"What does owe stand for in art world?

#chatgpt #ai #aiart #midjourney #openai #digitalart #chatbot #nft #aigenerated #dalle #artgallery #filipinofood #ruffagutierrez #texttoimage #philippines #dawnai #aigeneratedart #filipino https://t.co/BQDsCcWBIS"
302,2023-01-17 22:55:10+00:00,DANIEL___SEO,"What does owe stand for in art world?

#chatgpt #ai #aiart #midjourney #openai #digitalart #chatbot #nft #aigenerated #dalle #artgallery #filipinofood #ruffagutierrez #texttoimage #philippines #dawnai #aigeneratedart #filipino https://t.co/4q6B1Sdq8e"
303,2023-01-17 22:55:10+00:00,57KazqZ6UYIq2P2,"What does owe stand for in art world?

#chatgpt #ai #aiart #midjourney #openai #digitalart #chatbot #nft #aigenerated #dalle #artgallery #filipinofood #ruffagutierrez #texttoimage #philippines #dawnai #aigeneratedart #filipino https://t.co/KaEwJsZEvb"
304,2023-01-17 22:55:10+00:00,dan___brummitt,"What does owe stand for in art world?

#chatgpt #ai #aiart #midjourney #openai #digitalart #chatbot #nft #aigenerated #dalle #artgallery #filipinofood #ruffagutierrez #texttoimage #philippines #dawnai #aigeneratedart #filipino https://t.co/JfIZggqgiw"
305,2023-01-17 22:55:09+00:00,dan__brummitt,"What does owe stand for in art world?

#chatgpt #ai #aiart #midjourney #openai #digitalart #chatbot #nft #aigenerated #dalle #artgallery #filipinofood #ruffagutierrez #texttoimage #philippines #dawnai #aigeneratedart #filipino https://t.co/40ibADKmGg"
306,2023-01-17 22:55:09+00:00,BrummittDan,"What does owe stand for in art world?

#chatgpt #ai #aiart #midjourney #openai #digitalart #chatbot #nft #aigenerated #dalle #artgallery #filipinofood #ruffagutierrez #texttoimage #philippines #dawnai #aigeneratedart #filipino https://t.co/doj2eVoeVR"
307,2023-01-17 22:54:28+00:00,thomascarle,"1416 Thomas Carle - https://t.co/vNzKwFIEmu - Philippines Memories - Bohol, Countryside Tour. Chocolate hills impressions. #Philippines #ThomasCarle https://t.co/LgwyEmkrpZ"
308,2023-01-17 22:54:19+00:00,F_Perfection_,Jojo was arguing with her Lola about how #Philippines didn’t make the Top 16 #MissUniversePhilippines. Mom tried to make a point about R’bonney being Filipina and the lack of fucks my Jobe gave has me cracking up 🤣 “It’s not the SAME LOLLAAAAAAA”
309,2023-01-17 22:52:14+00:00,edrormba,[Say What?😮] Flight attendants caught smuggling 27 kg of onions into #Philippines #onions https://t.co/DGyDCCCOih https://t.co/3NWGCChghG
310,2023-01-17 22:46:33+00:00,MissMrTURISMO,#MisterVenezuela Acazio Peña nos representará en la competencia de #MisterTourismWorld en #Philippines #Venezuela https://t.co/OMrEMcgE7z
311,2023-01-17 22:45:54+00:00,GDACS,"Green #earthquake alert (4.5M,depth:137.129km) in #Philippines 17 Jan 2023 22:05 UTC,Pop100km:3.8m - https://t.co/lUEr58XyLn - #GDACSFeedback"
312,2023-01-17 22:42:32+00:00,ZoomCenter,The Taal volcano is still steaming up #Taal #volcano #Geology #Philippines https://t.co/H09n9l0iaM
313,2023-01-17 22:41:41+00:00,lamourdeally,"Late post but... still can't believe that it's been already a month of
""Aljana eochapi swiun ireun eopjimanseodo
Nan nega isseoseo modu da gwaenchana
Sarangeun naege dareun ge anigo
Sajin sok uriui useumi daya""

@pledis_17 #BeTSinBULACAN #PHILIPPINES #Carat https://t.co/YJXrgQz3jW"
314,2023-01-17 22:41:20+00:00,Rocketman_Jon,"Today's front page: 🗞
Wednesday, January 18, 2023

#FrontPagesToday
#TomorrowsPapersToday
#Philippines #Headlines #news https://t.co/GYVhF9zMyF"
315,2023-01-17 22:41:10+00:00,Rocketman_Jon,"Here are today's front pages: 🗞
Wednesday, January 18, 2023

#FrontPagesToday
#TomorrowsPapersToday
#Philippines #Headlines #news https://t.co/68EUtYvvp5"
316,2023-01-17 22:40:19+00:00,thomascarle,"1260 Thomas Carle - https://t.co/vNzKwFIEmu - Philippines Memories - ""Boracay - Island hopping. My Girlfriend tricked me into a ?bath? ;)"" #Philippines #ThomasCarle https://t.co/F2OD6Fb9gE"
317,2023-01-17 22:36:22+00:00,jlsanz,"RT @HarlanMandel: 11 former Nobel Peace Prize winners have written to the President of the #Philippines, urging him to bring a rapid resolu…"
318,2023-01-17 22:35:40+00:00,MapQuake,"M4.5 - 13 km SW of Pondaguitan, Philippines
Mag: 4.5
Depth: 137.129km
Date-Time: 2023-01-17  22:05:11 UTC
https://t.co/JbysCRcBKn
#USGS #Earthquake #Philippines https://t.co/bOVdp9gymw"
319,2023-01-17 22:34:53+00:00,AimforProfit,"RT @FXStreetNews: USD/CAD rebounds from 1.3370 as investors turn anxious ahead of US PPI – by @Sagar_Dua24

https://t.co/5UtB6krbVQ

 #USDC…"
320,2023-01-17 22:32:10+00:00,hempnewsonline,HALA! AMININ NATIN SA HINDI MASYADO TAYONG AMERICANIZED SEN. ROBIN PADILLA UKOL SA Healthcare #Cannabis https://t.co/tgfkp5c3lH #bong #congress #facebook #free #instagram #marijuana #medical #philippines #playlist #senate #songs
321,2023-01-17 22:30:09+00:00,Suzanneromance,RT @violrussell: My #WWII #PostWWII #HistoricalFiction #historicalromance set in #NewOrleans &amp; then #Philippines #England #Germany #Ireland…
322,2023-01-17 22:29:53+00:00,ThePhotoHour,"RT @BantayanIsland: Island Life Therapy: Neighbors on my street walk home in the warm glow of the sunset, after shopping in the local marke…"
323,2023-01-17 22:29:41+00:00,BantayanIsland,"Island Life Therapy: Neighbors on my street walk home in the warm glow of the sunset, after shopping in the local market: Bantayan Island, Cebu. #ThePhotoHour @TourismPHL #bantayanisland #Philippines #adventure  #tourism #travel #islandlife #ShotOnCanon #sunsets #photo https://t.co/k9QB7Nemhv"
324,2023-01-17 22:26:29+00:00,berrycavetech,"📌 Earthquake information - New event 📌

#earthquake #USGS #DavaoOriental #Philippines

Date and time (UTC): 01/17/2023 10:05:11 PM
Magnitude: 4.5 mb
Area: 13 km SW of Pondaguitan, Philippines
Depth (km): 137.129
Latitude: 6.2754
Longitude: 126.0942 https://t.co/BXktn1sZoz"
325,2023-01-17 22:20:57+00:00,EMSC,#Earthquake (#lindol) M4.0 strikes 38 km SE of #Nangan (#Philippines) 16 min ago. More info: https://t.co/Tz65peHuWE
326,2023-01-17 22:18:24+00:00,coailene,Wild !! #DonPapaRum #Diageo #Rum #Philippines https://t.co/VvZui21Q1o
327,2023-01-17 22:16:15+00:00,FXStreetNews,"USD/CAD rebounds from 1.3370 as investors turn anxious ahead of US PPI – by @Sagar_Dua24

https://t.co/5UtB6krbVQ

 #USDCAD #Inflation #Philippines #BOC #DollarIndex"
328,2023-01-17 22:11:06+00:00,filafresh,"RT @QuakesToday: 4.6 magnitude #earthquake. 15 km from Sabang Indan, Bicol, #Philippines https://t.co/wgyeyl6ZWR"
329,2023-01-17 22:09:33+00:00,PhilFlora1,"Are you looking for the perfect gift for your special someone? Look no further than our new collection of Ecuadorian Rose flower bouquets! 

#flowershopnearme #onlineteddyshop #customerfeedback #flowerdelivery #flowergifts #Philippines #philipinesflower #trending #EcuadorianRose https://t.co/6B8vPeAR33"
330,2023-01-17 22:08:36+00:00,FernandoGomezN5,"RT @GDACS: Green #earthquake alert (4.6M,depth:10km) in #Philippines 17 Jan 2023 18:39 UTC,Pop100km:440000 - https://t.co/lUEr58XyLn - #GDA…"
331,2023-01-17 22:04:45+00:00,NNNNASH028,"Earn money by harvesting and planting seeds
https://t.co/VbjXmfDyan
#Philippines #MONEY https://t.co/2jHsyniq1s"
332,2023-01-17 22:02:26+00:00,thomascarle,1192 Thomas Carle - https://t.co/vNzKwFIEmu - Philippines Memories 2022 - Boracay - Sundown on the boat. #Philippines #Travel https://t.co/RoE2LR0828
333,2023-01-17 21:53:21+00:00,thomascarle,"1471 Thomas Carle - https://t.co/vNzKwFIEmu - Philippines Memories 2022 - Bohol, Countryside Tour - Bohol Bee Farm. #Philippines #Travel https://t.co/fCq6g967Bq"
334,2023-01-17 21:53:16+00:00,filafresh,"RT @GDACS: Green #earthquake alert (4.6M,depth:10km) in #Philippines 17 Jan 2023 18:39 UTC,Pop100km:440000 - https://t.co/lUEr58XyLn - #GDA…"
335,2023-01-17 21:52:32+00:00,Wondermondo,"Strange place of the day 50:
Balete tree in Maria Aurora, #Philippines, 15.7698 N 121.4770 E.
#strangeplaces #ThickTrunkTuesday
This giant banyan tree is a place of legends: the image shows happy people but, who knows, what appears there...
Image: Michael Ocampo, Flickr
1/2 https://t.co/E3gINq63E7"
336,2023-01-17 21:50:55+00:00,GDACS,"Green #earthquake alert (4.6M,depth:10km) in #Philippines 17 Jan 2023 18:39 UTC,Pop100km:440000 - https://t.co/lUEr58XyLn - #GDACSFeedback"
337,2023-01-17 21:50:33+00:00,doubledeelite7,"RT @QuakesToday: 4.6 magnitude #earthquake. 15 km from Sabang Indan, Bicol, #Philippines https://t.co/wgyeyl6ZWR"
338,2023-01-17 21:49:03+00:00,QuakesToday,"4.6 magnitude #earthquake. 15 km from Sabang Indan, Bicol, #Philippines https://t.co/wgyeyl6ZWR"
339,2023-01-17 21:47:37+00:00,berrycavetech,"📌 Earthquake information - New event 📌

#earthquake #USGS #CamarinesNorte #Philippines

Date and time (UTC): 01/17/2023 06:39:22 PM
Magnitude: 4.6 mb
Area: 15 km NNE of Sabang Indan, Philippines
Depth (km): 10
Latitude: 14.3416
Longitude: 122.9821 https://t.co/wOHLJyosyN"
340,2023-01-17 21:44:52+00:00,PhilFlora1,"If you're looking for a beautiful way to show someone you care, look no further than our new collection of Carnation bouquets! 

#flowershopnearme #onlineteddyshop #customerfeedback #flowerdelivery #flowergifts #Philippines #philipinesflower #trending #carnationbouquets https://t.co/lBe3BBRfMi"
341,2023-01-17 21:43:08+00:00,icedov,"RT @LICASnews: The colorful culture of the #Philippines is best seen through the vibrant festivals, which are essentially fusions of #Catho…"
342,2023-01-17 21:42:45+00:00,icedov,"RT @LICASnews: #LiCASnews #Philippines #PopularDevotion #Religiosity #SantoNino #SantoNinodeCebu

https://t.co/C1r7jcfawV https://t.co/ONmu…"
343,2023-01-17 21:36:26+00:00,zrhspotterch,"ZRH Specials WEF2023 vom 17.01.2023

Philippine Airlines Boeing 777-3F6/ER RP-C7782 @zrh_Airport. 

#ZRH #ZRHspezials #boeing777 #Philippines   #planespotter #aviation #avgeek #ZRHFanPhoto https://t.co/rk01ULT1dv  #WEF2023 https://t.co/qPtJ2FAFmi"
344,2023-01-17 21:36:14+00:00,CarlosMLauria,"RT @HarlanMandel: 11 former Nobel Peace Prize winners have written to the President of the #Philippines, urging him to bring a rapid resolu…"
345,2023-01-17 21:36:13+00:00,zrhspotterch,"ZRH Specials WEF2023 vom 17.01.2023

Philippine Airlines Boeing 777-3F6/ER RP-C7782 @zrh_Airport. 

#ZRH #ZRHspezials #boeing777 #Philippines   #planespotter #aviation #avgeek #ZRHFanPhoto https://t.co/rk01ULTz33  #WEF2023 https://t.co/JtbePrOneo"
346,2023-01-17 21:34:14+00:00,CalDisasters,"The most apocalyptic image ever captured of #PyroclasticFlow #GlowingAvalanche #NuéeArdente #PyroclasticDensityCurrent #PDC #Philippines
#MtPinatubo #MountPinatubo #Pinatubo https://t.co/f7r8xfhAou"
347,2023-01-17 21:33:37+00:00,Den2ofoz,"@bongbongmarcos Yes, this #Philippines President is a puppet of the very evil #WEF #NWO #GreatReset #Agenda2030 Poor #Filipinos being used as tool. #Pinoys"
348,2023-01-17 21:30:40+00:00,JanSelbourne,RT @violrussell: My #WWII #PostWWII #HistoricalFiction #historicalromance set in #NewOrleans &amp; then #Philippines #England #Germany #Ireland…
349,2023-01-17 21:30:15+00:00,civitatis_en,Do you have a sweet tooth?🍫🍪 Why not vist the Chocolate Hills in Bohol Island in the #Philippines 🇵🇭. Of course these hills aren't actually made out of chocolate!  But in the dry season the grass-covered hills turn chocolate brown. There are an estimated 1776 hills in total! 🤯 https://t.co/OZpnolcSmH
350,2023-01-17 21:21:07+00:00,TheJosephH,Me when I am reading something the comments section of some news article on the #Philippines and I understand something in #taglish https://t.co/HPJ3eJOnCK
351,2023-01-17 21:20:36+00:00,HoaxHot,"👤 #YasserMarta (@itsyassermarta)☑️ 
・・・ 
#ShirtlessPinoy 
#Verified☑️ #Philippines🇵🇭 https://t.co/9b9aicrsIy"
352,2023-01-17 21:18:25+00:00,thomascarle,1217 Thomas Carle - https://t.co/vNzKwFIEmu - Philippines Memories 2022 - Boracay - Sundown on the boat. #Philippines #Travel https://t.co/mLS1BhJhu0
353,2023-01-17 21:11:20+00:00,thomascarle,1144 Thomas Carle - https://t.co/vNzKwFIEmu - Philippines Memories - On our way to Boracay. MPH Airport. Another dimension of an airport. Quite small... compared to MNL. #Philippines #Travel https://t.co/VsnaIybRUD
354,2023-01-17 20:39:24+00:00,KBrentek,"RT @Diop_IFC: #ClimateChange is making typhoons and extreme weather events more frequent, and the #Philippines is especially vulnerable. A…"
355,2023-01-17 20:37:53+00:00,unwindThought10,RT @LBRTYDWN: Wishing in the #Philippines that in school to have workout class or yoga class to help people battle anxiety and stress. If w…
356,2023-01-17 20:36:59+00:00,philatelybot,RT @positivelypost: We might not be able to send #mail internationally at the moment🙁but it's still arriving from abroad!😀 Great #postcard…
357,2023-01-17 20:34:47+00:00,Rocketman_Jon,"Wednesday's Manila Bulletin: 🗞 

6.5% GDP growth seen in 2023

#TomorrowsPapersToday #FrontPagesToday #Manila #Philippines #news https://t.co/RClC1wGDxF"
358,2023-01-17 20:32:24+00:00,thomascarle,1077 Thomas Carle - https://t.co/vNzKwFIEmu - Philippines Memories - Tagaytay - Twin Lakes Hotel view. #Philippines #Travel https://t.co/k4wVmX1W7C
359,2023-01-17 20:22:23+00:00,thomascarle,"1375 Thomas Carle - https://t.co/vNzKwFIEmu - Philippines Memories 2022 - Bohol, Countryside Tour. Quad ride at chocolate hills with my Heart. I love You! #Philippines #Travel https://t.co/TpwyS09ke6"
360,2023-01-17 20:20:56+00:00,EMSC,#Earthquake (#lindol) M3.2 strikes 83 km W of Santa Cruz (#Philippines) 13 min ago. More info: https://t.co/BJifpG2CRI
361,2023-01-17 20:20:33+00:00,cejjimenez,"RT @JIPS_profiling: In 2022, we provided support to #Mexico, #Sudan, #Somalia, #Burundi and the #Philippines for nationally owned evidence…"
362,2023-01-17 20:19:56+00:00,dskillzmusiccom,"Check out the most recent rap song, ""San Francisco 49ers Rap Song January 14 2023 by D Skillz Music,"" if you missed it. Watch for free on YouTube! https://t.co/oQlscawBVF #brazil #philippines #france #india #usa #newzealand #spain https://t.co/1KwzJVAewf"
363,2023-01-17 20:18:30+00:00,thomascarle,1039 Thomas Carle - https://t.co/vNzKwFIEmu - Philippines Memories - Tagaytay - Estancia Hotel Resort. The view from our balcony. #Philippines #Travel https://t.co/MTtH0P3Iyk
364,2023-01-17 20:14:55+00:00,teunvoeten,"reading utterly fascinating book @LukaszKamienski

A #History of #Drugs in #Warfare

chapter about #Moro Rebels in #Philippines, very early 20th century

#Jihadis avant la lettre

No drugs, but #religion, i.e. #Islam https://t.co/7Tc6Zy3ijn"
365,2023-01-17 20:12:14+00:00,abraham_bormate,"RT @ShareTheMealorg: Schoolchildren in an indigenous community in Talisawa, #Philippines benefit from WFP’s Home Grown School Feeding Progr…"
366,2023-01-17 20:10:10+00:00,MiradComoSeAman,"Cuidado de caer en el fariseísmo, sin amor.
#EvangelioDelDia #17deEnero
#Evangelio #MARTES #17Enero
#FelizMartesATodos
#EvangelhodeHoje
#EvangelioDeHoy

El P. Miguel Soler, misionero del IVE en #Filipinas #Philippines,nos comparte la homilía:

¡Escándalo!

https://t.co/9YJ9ICRcc3"
367,2023-01-17 20:06:05+00:00,TheMEGLAND_NFTs,"RT @FaheemZFR_: @TheMEGLAND's #LAND collection is listed on @opensea, find it quickly and before it's too late.

https://t.co/gKmH1IXpgJ

#…"
368,2023-01-17 20:05:57+00:00,MakiYzza,"RT @zunacoin: Big shout out to our #Philippines community! 

52% of all our web traffic in the last 30 days has come from PH 🇵🇭 

Clearly y…"
369,2023-01-17 20:03:44+00:00,Goldtwatter,"#NOTAM Notice To Air Missions: US grounded the entire #US airliner fleet last Wednesday, last since 911. #Canada next Thursday followed by The #Philippines. Some Russian must be hacking for Bitcoin, right!? #ZeeRuszians #Steeledossier #geopolitics https://t.co/hfKMrHuPxc"
370,2023-01-17 20:00:52+00:00,MostraCoffee,"We proudly present Single Origin from the Philippines Sitio Belis mills.  We bring you a ""heritage"" lot which pays homage to Mostra's ancestral roots and the ancestry of the farmers who produce these amazing coffees.  Available Online and In-Stores Now! #Philippines https://t.co/2qPLjV9Ovn"
371,2023-01-17 20:00:40+00:00,soniacolpo,RT @soniacolpo: @mrtom101 @NajdeckiArtur @zepiron @Keith1Chill @SurfersRoom @V4Rose @rkmeeks7 @GucciGuccin @Ghiovanela @ANASTALYA @DonnaFin…
372,2023-01-17 19:56:44+00:00,Raghda93967667,"RT @WBG_Cities: #FinancialServices can help build resilience in the face of climate shocks.

In this #InclusiveFinance Frontiers episode, w…"
373,2023-01-17 19:56:06+00:00,fredsdiary1981,"RT @ming7210: Moroccan Adventures P1 - Walking through Casablanca. https://t.co/FdQTUqAILA 

Sign Up for Updates and Freebies https://t.co/…"
374,2023-01-17 19:55:41+00:00,enricosuave,Channel Updates &amp; New Membership Benefits - Reekay Philippines – #philippines #travel #vlogging #retire #retirement #relationship #filipinas #ExpatLife #expats https://t.co/hNrijaSt1y https://t.co/6LNs2YfFT1
375,2023-01-17 19:53:10+00:00,enricosuave,"Big changes coming up... :) 
https://t.co/VEvMjmGdnR 
#philippines #travel #vlogging #retire #retirement #relationship #filipinas #ExpatLife #expats"
376,2023-01-17 19:48:49+00:00,tomasinmanila,"I spent much of today eating salted peanuts from a plastic jar.They had been brought from the #Philippines for me by a younger member of our local Anglo-Filipino community. They were #AdoboFlavor, but still tasted of delicious Pinoy peanuts! 
Next month in Manila!"
377,2023-01-17 19:48:44+00:00,ZamboBot,Chavacano is a Spanish creole language that developed in the Philippines! #Zamboanga #Philippines
378,2023-01-17 19:41:18+00:00,welovememoirs,"RT @ming7210: Moroccan Adventures P1 - Walking through Casablanca. https://t.co/FdQTUqAILA 

Sign Up for Updates and Freebies https://t.co/…"
379,2023-01-17 19:40:27+00:00,thomascarle,1282 Thomas Carle - https://t.co/vNzKwFIEmu - Philippines Memories 2022 - Boracay - Island hopping. Impressions from the trip. #Philippines #Travel https://t.co/F7LCXqO1Nx
380,2023-01-17 19:39:44+00:00,positivelypost,We might not be able to send #mail internationally at the moment🙁but it's still arriving from abroad!😀 Great #postcard and #stamp in today from the #Philippines #stampcollecting #philately https://t.co/iz2Ad1kFdb
381,2023-01-17 19:30:22+00:00,thomascarle,1026 Thomas Carle - https://t.co/vNzKwFIEmu - Philippines Memories - Thats how you prepare a private party dinner with friends at Manila. Thank You for the great time. #Philippines #Travel https://t.co/uPlmiszP0F
382,2023-01-17 19:26:07+00:00,rifamaniasiglo,"RT @Aquademy: Sunset in Southern Leyte , Philippines
#sunset #southernleyte #Philippines https://t.co/ShBySqTyPG"
383,2023-01-17 19:25:57+00:00,RealPhatsBlog,"War game suggests Chinese invasion of Taiwan would fail at a huge cost to US
#AsiaPacific 
#NATO
#Taiwan 
#Taipei
#China 
#Beijing
#USA 
#SouthChinaSea 
#TaiwanStrait 
#Military 
#Philippines 
#Manila 
#Vietnam 
#Japan 
#EuropeanUnion
https://t.co/rIF7JjqWtf"
384,2023-01-17 19:25:52+00:00,EMSC,#Earthquake (#lindol) M3.3 strikes 32 km NE of Sabang Indan (#Philippines) 18 min ago. More info: https://t.co/uyRThqPRZp
385,2023-01-17 19:22:45+00:00,coutbaek,RT @EMSC: #Earthquake (#lindol) M4.2 strikes 39 km N of #Daet (#Philippines) 17 min ago. More info: https://t.co/enHONVV5wL
386,2023-01-17 19:22:43+00:00,coutbaek,RT @EMSC: #Earthquake (#lindol) M3.6 strikes 39 km N of #Daet (#Philippines) 18 min ago. More info: https://t.co/o5504JR0f3
387,2023-01-17 19:20:49+00:00,psetoday,"$PSEI - Asian stocks struggle after China GDP data https://t.co/EU6a3RevPk

https://t.co/ahEfQNK2Vu #PSETODAY #PSEI #Philippines"
388,2023-01-17 19:20:48+00:00,psetoday,"$PSEI - China's equities off to good start in 2023 on recovery hopes https://t.co/EU6a3RevPk

https://t.co/iveCrRv6lX #PSETODAY #PSEI #Philippines"
389,2023-01-17 19:20:43+00:00,psetoday,"$PSEI - DICT, Singapore's MCI to pursue partnership https://t.co/EU6a3RevPk

https://t.co/XwldqmiQij #PSETODAY #PSEI #Philippines"
390,2023-01-17 19:17:55+00:00,gulf_news,"#Philippines: Long weekends this 2023, bill seeks to add more 

Proposed legislation seeks to make way for extra #vacation days 

https://t.co/zNoioMgMOo"
391,2023-01-17 19:14:04+00:00,3zQDPWVzSzi68ln,"1月18日  🇵🇭
おはよう御座います😊
本日も、宜しくお願い致します🙏🙇‍♂️

#philippines #vlog #海 #海外生活 #フィリピン #ふじチャンネル 場所: Makati City, Philippines https://t.co/kb5co3cFfl"
